user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_experience,mifid_money_other_brokers,mifid_invested_other_brokers,user_flow_name,first_trade_investor_account_demo_days,days_until_conversion_or_today,is_converted
USD,25,0,0,,0,,0,1,12,12,1,1,1,12,0,,816,0
EUR,36,5,1,5,1,6,4.629986881703835172467011343,0,8,7,0,0,0,0,0,,6,1
EUR,36,379,0,,0,,0,1,5,5,1,0,1,12,0,132,817,0
EUR,36,0,1,0,1,0,3.858322401419862643722509453,0,5,5,0,0,0,0,0,0,0,1
USD,52,0,0,,0,,0,1,13,13,0,0,1,13,0,0,817,0
EUR,36,0,0,,0,,0,1,12,12,0,1,1,12,0,0,817,0
EUR,36,3,1,4,1,4,1.929161200709931321861254726,0,7,5,0,0,0,0,0,0,5,1
EUR,36,0,1,13,1,224,1.929161200709931321861254726,5,5,13,1,0,0,0,0,19,18,1
USD,6,0,1,5,0,,0,1,13,13,1,1,1,13,0,,818,0
USD,24,19,0,,0,,0,1,13,6,0,1,1,13,0,0,818,0
EUR,36,0,1,0,0,,0,1,12,12,1,0,0,0,0,0,818,0
EUR,36,7,1,8,1,8,1.929161200709931321861254726,0,13,12,1,0,1,13,0,0,22,1
GBP,41,4,1,5,1,5,3.858322401419862643722509453,0,5,5,1,0,1,12,0,0,13,1
GBP,41,18,1,19,0,,0,1,13,13,0,1,0,0,0,,819,0
USD,114,0,1,0,1,9,3.788872598194305116135504283,5,5,5,0,0,1,12,0,0,9,1
EUR,36,0,1,1,1,64,2.314993440851917586233505672,5,12,5,1,1,1,12,0,,64,1
USD,25,8,1,22,0,,0,1,12,12,1,1,1,12,0,,820,0
USD,58,7,1,7,0,,0,1,6,6,1,1,1,13,0,,820,0
USD,26,0,0,,0,,0,1,13,13,1,1,0,0,0,,820,0
EUR,36,40,1,41,0,,0,1,12,12,1,1,0,0,0,,820,0
USD,21,43,1,70,1,283,7.698819353345165522031020912,5,10,8,1,1,1,7,0,44,74,1
USD,20,0,1,0,0,,0,1,7,6,0,0,1,12,0,1,821,0
EUR,121,5,1,7,0,,0,1,8,6,1,1,1,12,0,,821,0
GBP,41,0,1,0,1,95,38.58322401419862643722509453,5,9,9,0,1,1,8,0,,821,0
GBP,41,0,1,0,0,,0,1,10,9,1,1,1,9,0,,821,0
EUR,81,0,1,0,0,,0,1,13,13,0,0,1,13,0,,821,0
USD,21,0,1,0,0,,0,1,8,9,1,1,1,5,0,,821,0
USD,31,0,0,,0,,0,1,13,12,1,1,0,0,0,,821,0
USD,20,0,0,,0,,0,1,11,15,0,1,1,15,0,,822,0
EUR,36,1,1,1,1,4,192.9161200709931321861254726,5,10,6,1,1,1,10,0,,4,1
EUR,36,0,0,,0,,0,1,7,12,0,0,0,0,0,1,822,0
USD,36,0,1,9,0,,0,1,7,5,0,0,1,5,0,,822,0
USD,1,0,1,1,1,25,15.33683154564395400879697508,5,8,7,1,1,1,6,0,1,25,1
EUR,58,0,1,2,0,,0,1,9,7,1,0,1,13,0,19,823,0
USD,77,292,1,327,0,,0,1,12,13,1,1,1,12,0,290,823,0
USD,46,0,1,2,0,,0,1,5,7,1,1,0,0,0,,823,0
EUR,77,0,0,,0,,0,1,12,5,1,1,0,0,0,,823,0
USD,25,0,0,,0,,0,1,13,5,1,0,0,0,0,,823,0
EUR,81,0,1,9,1,10,1.929161200709931321861254726,6,5,6,0,0,0,0,0,,10,1
EUR,29,0,1,16,1,56,7.716644802839725287445018906,2,10,10,1,1,1,6,0,,58,1
USD,6,0,1,0,0,,0,1,8,9,1,0,1,13,0,,824,0
EUR,36,11,1,12,0,,0,1,12,6,1,0,0,0,0,0,824,0
USD,97,0,1,0,0,,0,1,8,8,1,1,1,6,0,,824,0
EUR,36,0,1,1,1,18,77.16644802839725287445018906,5,8,7,1,0,1,9,0,1,18,1
USD,6,0,1,0,0,,0,1,5,7,1,1,1,8,0,1,825,0
USD,25,0,0,,0,,0,1,12,11,0,0,0,0,0,,825,0
EUR,7,0,1,0,1,41,11.57496720425958793116752836,6,7,6,1,0,1,6,0,,41,1
EUR,36,26,0,,0,,0,1,10,7,0,0,0,0,0,,825,0
USD,16,1,0,,0,,0,1,15,10,1,1,1,8,0,1,825,0
GBP,41,191,0,,0,,0,1,15,7,0,0,1,7,0,,826,0
EUR,100,0,1,0,1,29,5.401651361987807701211513234,5,12,12,0,0,0,0,0,,826,0
USD,97,149,1,160,1,161,2.314993440851917586233505672,3,5,5,0,0,1,13,0,,161,1
USD,85,0,1,0,1,5,5.787483602129793965583764179,0,12,13,0,0,0,0,0,0,5,1
USD,6,2,0,,0,,0,1,13,5,0,0,0,0,0,,827,0
EUR,36,0,1,0,1,7,3.858322401419862643722509453,5,6,6,0,0,1,12,0,0,22,1
USD,20,0,0,,0,,0,1,10,10,1,1,1,7,0,,827,0
USD,10,0,0,,0,,0,1,13,12,0,0,0,0,0,,827,0
USD,106,3,0,,0,,0,1,12,12,0,0,0,0,0,0,827,0
GBP,41,0,1,0,1,28,1.929161200709931321861254726,5,7,7,0,1,0,0,0,14,16,1
EUR,24,0,0,,0,,0,1,0,0,0,0,0,0,0,0,827,0
EUR,58,0,1,56,1,65,11.57496720425958793116752836,5,13,13,1,1,1,13,0,,67,1
EUR,36,1,1,2,1,2,11.57496720425958793116752836,6,6,13,1,0,1,8,0,0,2,1
EUR,36,0,1,0,1,2,3.086657921135890114978007562,5,7,7,1,1,1,13,0,3,9,1
USD,77,0,1,72,0,,0,1,12,13,0,0,0,0,0,72,828,0
USD,97,0,0,,0,,0,1,12,12,1,1,1,12,0,,828,0
EUR,38,8,1,8,1,252,0.3858322401419862643722509453,5,13,9,1,1,1,12,0,0,16,1
EUR,36,0,1,3,0,,0,1,12,12,1,0,0,0,0,0,829,0
EUR,36,0,1,58,1,64,3.858322401419862643722509453,2,9,9,1,0,1,7,0,,64,1
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,0,,829,0
USD,120,0,0,,0,,0,1,12,12,1,1,0,0,0,,829,0
EUR,58,0,1,1,1,16,7.137896442626745890886642488,5,9,7,1,0,1,7,0,,17,1
EUR,25,310,0,,0,,0,1,12,12,1,1,0,0,0,299,829,0
USD,30,0,1,2,0,,0,1,10,9,0,1,1,13,0,,830,0
USD,26,0,0,,0,,0,1,12,13,0,0,0,0,0,43,830,0
USD,36,5,0,,0,,0,1,12,9,1,0,0,0,0,3,830,0
EUR,36,401,1,401,0,,0,1,6,13,0,0,0,0,0,19,830,0
EUR,29,0,1,2,1,4,3.858322401419862643722509453,6,13,13,1,1,0,0,0,,4,1
EUR,38,0,1,20,0,,0,1,7,5,1,1,1,12,0,5,830,0
USD,24,123,0,,0,,0,1,5,6,0,1,1,6,0,54,830,0
USD,113,0,0,,0,,0,1,12,12,0,0,0,0,0,0,831,0
EUR,58,0,1,0,1,5,1.929161200709931321861254726,5,12,13,0,0,1,12,0,5,10,1
EUR,36,2,0,,0,,0,1,12,6,1,0,1,5,0,,831,0
EUR,36,11,1,13,1,18,1.929161200709931321861254726,0,12,12,1,0,1,12,0,,19,1
USD,36,0,0,,0,,0,1,13,13,1,1,1,12,0,,831,0
USD,22,0,0,,0,,0,1,12,5,1,1,1,13,0,,832,0
EUR,58,1,1,1,1,6,7.716644802839725287445018906,6,13,6,1,1,1,12,0,1,75,1
USD,36,8,0,,0,,0,1,5,13,0,0,1,6,0,0,832,0
USD,77,0,0,,0,,0,1,5,5,1,1,0,0,0,144,832,0
USD,33,0,0,,0,,0,1,13,13,1,1,0,0,0,0,832,0
EUR,36,13,1,14,0,,0,1,8,7,0,0,1,8,0,14,833,0
USD,120,0,0,,0,,0,1,5,5,1,1,1,5,0,,833,0
EUR,41,0,1,0,1,1,1.929161200709931321861254726,5,8,7,1,0,0,0,0,,2,1
EUR,41,0,1,1,1,2,2.314993440851917586233505672,0,6,13,0,0,1,12,0,467,2,1
USD,8,6,0,,0,,0,1,6,7,1,0,1,6,0,0,833,0
EUR,36,0,1,1,0,,0,1,13,6,0,0,1,12,0,,834,0
EUR,36,0,0,,0,,0,1,7,8,1,0,0,0,0,,834,0
EUR,36,0,1,0,0,,0,1,12,12,0,0,1,12,0,,834,0
EUR,36,0,1,0,1,3,0.3858322401419862643722509453,5,6,6,1,0,0,0,0,,24,1
EUR,36,234,1,237,1,269,34.72490161277876379350258508,5,7,8,1,0,0,0,0,0,269,1
USD,114,0,0,,0,,0,1,7,7,1,1,0,0,0,0,834,0
USD,120,0,0,,0,,0,1,12,12,1,1,1,12,0,,834,0
USD,106,1,0,,0,,0,1,12,12,0,0,0,0,0,,834,0
EUR,36,0,1,1,1,4,0.3858322401419862643722509453,5,6,6,1,0,0,0,0,,25,1
USD,25,406,1,406,1,476,1.948452812717030635079867274,4,12,12,1,1,1,12,0,,835,0
EUR,36,0,0,,0,,0,1,13,13,1,1,0,0,0,0,835,0
EUR,36,2,0,,0,,0,1,7,8,1,0,1,5,0,0,835,0
GBP,41,3,1,3,0,,0,1,6,13,1,1,1,12,0,0,835,0
USD,56,32,1,32,1,37,36.65406281348869511536383980,5,9,8,0,0,1,7,0,1,37,1
USD,6,455,0,,0,,0,1,12,12,0,1,1,12,0,,836,0
USD,8,439,1,441,0,,0,1,6,6,0,1,1,13,0,1,836,0
USD,25,0,1,2,0,,0,1,12,13,1,0,1,12,0,,836,0
USD,104,0,0,,0,,0,1,12,12,0,0,0,0,0,,837,0
EUR,53,0,1,2,1,11,1.929161200709931321861254726,5,6,7,1,1,1,12,0,,11,1
EUR,38,2,1,2,1,9,13.88996064511150551740103403,5,13,13,1,1,1,13,0,1,9,1
USD,120,0,1,13,0,,0,1,13,5,1,1,1,13,0,54,837,0
USD,6,1,1,3,0,,0,1,12,12,1,0,0,0,0,,838,0
GBP,41,0,1,0,1,18,19.29161200709931321861254726,5,8,8,0,0,1,8,0,0,18,1
USD,36,0,0,,0,,0,1,12,12,1,1,0,0,0,,838,0
GBP,97,0,0,,0,,0,1,7,7,1,1,0,0,0,,838,0
EUR,36,7,1,10,0,,0,1,5,7,1,1,1,5,0,0,838,0
USD,8,0,1,0,1,409,10.03163824369164287367852458,3,6,8,1,1,0,0,0,,838,0
EUR,13,8,1,12,0,,0,1,8,6,1,0,0,0,0,8,839,0
USD,16,0,0,,0,,0,1,12,13,0,1,0,0,0,,839,0
EUR,36,19,0,,0,,0,1,12,12,0,0,1,12,0,,839,0
USD,120,0,0,,0,,0,1,12,12,0,0,1,12,0,,839,0
USD,73,0,1,0,1,46,2.893741801064896982791882090,4,13,5,1,1,1,12,0,36,46,1
USD,77,0,0,,0,,0,1,12,12,0,1,0,0,0,0,839,0
USD,6,2,1,2,1,63,1.929161200709931321861254726,4,12,12,0,0,0,0,0,1,63,1
EUR,38,0,0,,0,,0,1,12,12,1,1,1,12,0,0,840,0
USD,85,114,0,,0,,0,1,12,5,1,0,1,12,0,0,840,0
USD,56,0,1,6,0,,0,1,12,12,1,1,1,12,0,5,840,0
USD,16,0,0,,0,,0,1,12,12,1,0,1,12,0,0,840,0
EUR,36,694,1,694,0,,0,1,6,5,1,1,1,5,0,,840,0
GBP,41,392,0,,0,,0,1,6,7,1,0,1,6,0,0,840,0
EUR,6,0,1,0,0,,0,1,7,5,1,1,1,7,0,,840,0
USD,120,415,1,419,0,,0,1,5,13,1,1,1,12,0,,840,0
EUR,36,0,1,1,0,,0,1,13,13,0,0,1,12,0,0,840,0
GBP,41,0,1,2,1,90,23.14742649895825295161663709,5,6,5,1,0,0,0,0,,90,1
USD,121,0,0,,0,,0,1,12,12,1,0,1,12,0,,840,0
USD,22,1,1,1,0,,0,1,12,5,0,0,1,12,0,0,840,0
USD,25,0,0,,0,,0,1,12,12,0,0,0,0,0,,840,0
GBP,41,785,1,786,1,786,7.870977698896519793193919284,0,13,13,0,0,1,13,0,0,841,0
EUR,36,0,0,,0,,0,1,13,13,0,0,0,0,0,,841,0
USD,113,0,1,24,1,34,4.244154641561848908094760398,5,13,12,1,1,1,5,0,,841,0
USD,38,0,0,,0,,0,1,12,12,1,1,1,12,0,0,841,0
EUR,81,0,1,1,1,2,3.858322401419862643722509453,6,8,7,1,1,1,7,0,1,2,1
USD,85,0,0,,0,,0,1,12,11,1,1,0,0,0,,842,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,0,,842,0
USD,36,0,0,,0,,0,1,12,12,1,0,0,0,0,,843,0
GBP,41,0,1,8,1,173,3.858322401419862643722509453,0,9,9,1,1,1,8,0,,843,0
USD,50,0,1,1,0,,0,1,6,6,1,0,1,8,0,,843,0
USD,25,229,0,,0,,0,1,12,13,0,0,0,0,0,33,844,0
EUR,36,0,1,2,1,10,4.629986881703835172467011343,5,7,5,1,0,1,13,0,,844,0
USD,115,0,1,2,0,,0,1,13,13,0,0,0,0,0,,844,0
EUR,41,3,1,5,1,457,30.86657921135890114978007562,5,0,0,0,0,0,0,0,,9,1
USD,79,0,0,,0,,0,1,0,0,0,0,0,0,0,,844,0
USD,52,0,0,,0,,0,1,0,0,0,0,0,0,0,,845,0
GBP,41,0,1,0,0,,0,1,13,12,1,1,1,12,0,3,845,0
USD,16,0,1,0,0,,0,1,5,7,1,1,1,13,0,,845,0
USD,85,7,1,24,0,,0,1,13,13,1,1,1,13,0,13,845,0
USD,120,405,1,410,0,,0,1,12,12,1,1,0,0,0,,845,0
EUR,89,0,1,0,1,82,19.29161200709931321861254726,5,8,12,1,0,0,0,0,0,845,0
USD,25,0,0,,0,,0,1,13,13,1,0,0,0,0,,846,0
EUR,36,77,1,88,1,88,1.929161200709931321861254726,2,6,6,0,0,1,12,0,0,88,1
GBP,41,0,1,0,0,,0,1,9,9,1,1,1,6,0,4,846,0
USD,77,0,0,,0,,0,1,12,12,0,0,1,12,0,0,846,0
USD,25,7,0,,0,,0,1,5,7,1,1,1,13,0,0,846,0
EUR,38,5,1,5,0,,0,1,6,6,1,1,0,0,0,0,846,0
EUR,36,0,0,,0,,0,1,13,12,1,0,1,12,0,,846,0
EUR,36,0,0,,0,,0,1,12,13,0,0,0,0,0,0,846,0
EUR,30,5,1,5,1,5,10.80330272397561540242302647,0,8,6,0,0,1,8,0,0,5,1
USD,6,0,1,30,0,,0,1,12,12,0,0,1,12,0,0,847,0
USD,77,0,1,1,0,,0,1,12,6,0,0,0,0,0,0,847,0
EUR,36,1,1,1,1,114,1.929161200709931321861254726,0,6,5,1,0,1,7,0,0,117,1
EUR,38,0,1,19,0,,0,1,12,12,0,0,1,12,0,19,847,0
USD,25,0,0,,0,,0,1,13,13,1,0,0,0,0,,847,0
USD,77,7,0,,0,,0,1,12,11,0,0,0,0,0,40,848,0
USD,33,0,0,,0,,0,1,12,12,0,0,0,0,0,0,848,0
EUR,36,31,1,31,0,,0,1,13,13,1,0,0,0,0,0,848,0
USD,97,0,1,0,0,,0,1,12,12,1,0,1,12,0,,848,0
USD,16,0,0,,0,,0,1,0,0,0,0,0,0,0,0,848,0
USD,77,0,0,,0,,0,1,12,5,0,0,1,12,0,,849,0
EUR,36,0,1,10,1,14,5.787483602129793965583764179,6,7,7,0,0,0,0,0,,17,1
USD,25,0,0,,0,,0,1,6,5,0,0,0,0,0,0,849,0
EUR,58,0,0,,0,,0,1,12,5,0,0,0,0,0,,849,0
EUR,36,0,0,,0,,0,1,7,9,1,0,1,12,0,,849,0
USD,25,1,1,1,0,,0,1,7,7,1,1,1,12,0,0,850,0
USD,36,14,1,36,1,234,3.858322401419862643722509453,0,13,13,1,1,1,12,0,,850,0
USD,77,0,0,,0,,0,1,12,5,0,0,0,0,0,0,850,0
USD,16,13,0,,0,,0,1,5,5,1,1,1,5,0,,850,0
EUR,38,0,1,1,1,8,5.787483602129793965583764179,5,6,5,1,0,1,5,0,,8,1
USD,89,1,1,2,1,6,2.212747897214291226174859171,5,12,13,1,1,1,12,0,1,6,1
USD,77,0,0,,0,,0,1,12,12,1,0,0,0,0,,851,0
GBP,41,0,1,2,1,4,77.16644802839725287445018906,5,15,15,0,0,1,9,0,3,4,1
EUR,36,0,0,,0,,0,1,12,13,1,1,1,12,0,,852,0
USD,71,0,0,,0,,0,1,5,5,1,1,1,12,0,,852,0
EUR,36,0,1,0,1,0,7.716644802839725287445018906,0,7,5,1,0,1,13,0,0,0,1
EUR,38,116,1,116,1,153,192.9161200709931321861254726,5,0,0,0,0,0,0,0,0,130,1
EUR,36,157,1,165,0,,0,1,12,12,1,0,1,12,0,0,852,0
EUR,81,0,0,,0,,0,1,6,6,1,1,1,5,0,0,852,0
USD,33,0,1,4,0,,0,1,12,13,1,1,0,0,0,,853,0
EUR,36,0,1,0,1,4,3.858322401419862643722509453,5,13,13,0,0,0,0,0,,7,1
EUR,36,823,1,826,0,,0,1,12,12,0,0,1,12,0,0,853,0
EUR,36,0,1,2,1,2,3.858322401419862643722509453,0,12,13,0,0,1,12,0,0,2,1
USD,93,37,1,43,0,,0,1,5,5,0,0,1,5,0,37,854,0
USD,120,1,1,1,0,,0,1,15,9,1,1,1,13,0,,854,0
EUR,82,0,1,21,1,22,11.57496720425958793116752836,0,9,9,1,0,1,7,0,0,22,1
USD,20,0,1,0,0,,0,1,12,12,1,1,1,12,0,,854,0
EUR,36,293,1,294,1,304,115.7496720425958793116752836,5,9,9,1,1,0,0,0,98,855,0
USD,77,0,0,,0,,0,1,12,7,0,0,0,0,0,0,855,0
USD,25,0,0,,0,,0,1,12,13,0,0,0,0,0,0,855,0
EUR,21,1,1,2,0,,0,1,5,5,1,1,1,5,0,0,855,0
EUR,108,0,0,,0,,0,1,13,13,1,1,0,0,0,,855,0
USD,25,0,0,,0,,0,1,12,5,0,0,0,0,0,,856,0
USD,106,2,0,,0,,0,1,13,13,1,0,1,12,0,562,856,0
USD,25,0,0,,0,,0,1,12,5,0,0,0,0,0,,856,0
EUR,36,0,0,,0,,0,1,13,5,0,0,0,0,0,0,856,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,0,856,0
USD,20,5,1,5,0,,0,1,5,5,0,0,1,12,0,0,857,0
USD,13,8,0,,0,,0,1,6,6,1,1,1,6,0,8,857,0
EUR,36,0,1,2,1,8,38.58322401419862643722509453,5,9,7,1,0,0,0,0,,10,1
EUR,36,1,1,68,0,,0,1,12,12,0,0,1,6,0,,857,0
USD,90,0,0,,0,,0,1,12,5,0,0,0,0,0,,857,0
USD,24,0,0,,0,,0,1,13,13,0,0,1,12,0,,858,0
EUR,36,5,1,5,1,305,48.22903001774828304653136816,5,8,7,0,0,1,7,0,3,33,1
USD,6,0,0,,0,,0,1,12,13,1,1,0,0,0,,858,0
USD,25,0,0,,0,,0,1,5,6,1,0,0,0,0,,859,0
EUR,38,54,1,80,1,161,7.716644802839725287445018906,5,13,13,1,1,1,12,0,0,161,1
USD,6,0,1,0,0,,0,1,12,13,1,0,1,13,0,0,859,0
USD,25,0,0,,0,,0,1,12,13,0,0,0,0,0,,860,0
EUR,53,0,0,,0,,0,1,5,5,0,1,0,0,0,,860,0
EUR,36,0,0,,0,,0,1,12,13,0,0,0,0,0,0,860,0
EUR,36,601,0,,0,,0,1,13,5,1,0,1,13,0,0,861,0
EUR,24,0,1,0,0,,0,1,13,5,0,0,1,12,0,,861,0
EUR,36,0,1,0,1,1,7.716644802839725287445018906,6,10,6,0,0,1,9,0,0,5,1
EUR,117,0,0,,0,,0,1,12,10,1,1,0,0,0,,861,0
USD,46,0,0,,0,,0,1,12,12,0,0,0,0,0,,861,0
USD,25,64,1,64,0,,0,1,13,13,1,0,1,12,0,0,862,0
USD,109,0,1,0,0,,0,1,9,15,0,0,1,6,0,,862,0
EUR,29,0,1,0,0,,0,1,13,5,0,0,0,0,0,0,862,0
USD,56,0,0,,0,,0,1,12,13,1,1,0,0,0,0,862,0
EUR,58,0,1,0,1,21,308.6665637780692954703295007,5,9,8,1,1,1,7,0,,23,1
USD,97,0,1,0,0,,0,1,8,7,0,0,1,7,0,,862,0
EUR,36,1,0,,0,,0,1,13,13,0,0,1,5,0,0,863,0
EUR,94,7,1,7,0,,0,1,6,13,0,0,1,12,0,0,863,0
USD,25,451,1,452,1,458,3.858322401419862643722509453,3,12,13,1,1,0,0,0,0,863,0
EUR,21,0,1,21,1,95,17.36245080638938189675129254,5,7,6,1,0,0,0,0,,95,1
EUR,36,0,1,14,0,,0,1,7,7,0,0,0,0,0,,863,0
USD,16,0,1,0,0,,0,1,6,6,1,1,1,7,0,,863,0
EUR,41,0,0,,0,,0,1,12,5,1,1,1,5,0,,864,0
EUR,36,0,1,2,1,2,1.929161200709931321861254726,0,12,6,0,0,0,0,0,0,3,1
USD,71,241,1,241,0,,0,1,5,5,1,1,0,0,0,246,864,0
EUR,38,0,1,1,1,19,9.645806003549656609306273632,5,6,6,0,0,0,0,0,563,22,1
USD,38,2,1,2,1,3,3.858322401419862643722509453,0,7,7,1,0,1,7,0,,3,1
USD,33,0,0,,0,,0,1,12,12,0,0,0,0,0,,864,0
USD,22,0,1,11,0,,0,1,12,12,0,0,0,0,0,,865,0
USD,83,2,1,2,1,67,25.85076008951307971294081333,5,8,8,1,0,1,8,0,2,13,1
GBP,36,0,1,27,0,,0,1,5,5,1,0,1,5,0,,865,0
EUR,21,0,1,3,1,13,1.929161200709931321861254726,5,5,13,0,0,1,6,0,,19,1
EUR,36,69,1,70,0,,0,1,13,13,0,0,0,0,0,,866,0
USD,22,0,0,,0,,0,1,12,13,1,1,0,0,0,,866,0
EUR,58,0,1,174,1,179,115.7496720425958793116752836,5,9,8,1,1,1,8,0,,179,1
USD,77,0,0,,0,,0,1,12,12,1,1,0,0,0,0,866,0
EUR,36,18,1,18,0,,0,1,12,12,0,0,0,0,0,,866,0
EUR,68,0,1,0,1,3,7.716644802839725287445018906,5,9,9,0,1,1,8,0,0,3,1
EUR,36,0,1,0,1,5,0.3858322401419862643722509453,5,6,5,1,0,1,5,0,,7,1
EUR,1,0,1,0,0,,0,1,5,6,0,0,0,0,0,,866,0
USD,78,0,1,0,0,,0,1,13,13,1,1,1,5,0,,866,0
USD,41,3,1,10,0,,0,1,13,6,0,1,1,12,0,0,866,0
USD,97,0,0,,0,,0,1,8,6,0,0,1,6,0,,866,0
USD,77,164,1,167,0,,0,1,13,13,1,1,1,12,0,0,867,0
EUR,36,1,1,4,1,4,2.314993440851917586233505672,0,5,13,1,0,1,13,0,0,4,1
EUR,36,4,1,11,1,18,3.858322401419862643722509453,0,12,12,0,0,1,12,0,,42,1
EUR,29,730,1,770,1,772,3.858322401419862643722509453,5,7,6,0,0,1,12,0,0,868,0
USD,22,0,0,,0,,0,1,12,12,0,0,0,0,0,0,868,0
USD,63,16,1,19,1,23,192.9161200709931321861254726,5,0,0,0,0,0,0,0,70,868,0
USD,22,0,0,,0,,0,1,5,5,0,0,0,0,0,,868,0
EUR,36,0,0,,0,,0,1,13,5,0,0,0,0,0,0,869,0
EUR,36,0,1,0,1,3,3.858322401419862643722509453,5,13,6,0,0,1,12,0,0,6,1
GBP,41,1,0,,0,,0,1,6,9,1,1,1,9,0,1,869,0
EUR,36,0,1,0,1,6,3.858322401419862643722509453,5,8,6,0,0,0,0,0,114,6,1
USD,6,0,0,,0,,0,1,12,12,0,0,0,0,0,0,869,0
EUR,68,28,1,28,0,,0,1,12,12,0,1,1,12,0,1,870,0
USD,106,0,0,,0,,0,1,12,5,0,0,0,0,0,,870,0
EUR,89,0,1,0,0,,0,1,8,9,1,1,1,8,0,0,870,0
GBP,41,0,1,0,0,,0,1,5,6,0,0,1,13,0,10,870,0
EUR,95,0,1,0,0,,0,1,6,6,1,1,1,6,0,0,870,0
EUR,36,340,0,,0,,0,1,12,12,0,0,0,0,0,340,871,0
EUR,91,3,1,3,1,5,7.716644802839725287445018906,5,11,11,1,0,1,15,0,3,10,1
USD,114,0,1,18,0,,0,1,6,7,0,1,0,0,0,,871,0
USD,33,0,1,1,0,,0,1,5,12,1,1,1,12,0,,871,0
GBP,41,2,0,,0,,0,1,12,12,0,0,0,0,0,2,872,0
USD,24,9,1,9,0,,0,1,6,6,0,0,0,0,0,,872,0
EUR,36,0,1,2,1,4,19.29161200709931321861254726,5,7,7,1,0,1,6,0,,4,1
USD,24,0,1,2,0,,0,1,6,6,0,0,1,6,0,3,872,0
USD,77,0,1,2,0,,0,1,5,13,1,1,1,13,0,,872,0
EUR,36,5,1,5,0,,0,1,5,13,0,0,1,13,0,24,873,0
USD,6,0,1,3,1,143,1.929161200709931321861254726,4,12,13,1,1,1,6,0,,143,1
USD,25,1,1,118,0,,0,1,7,5,0,1,0,0,0,0,873,0
EUR,41,0,0,,0,,0,1,13,10,1,1,1,13,0,,873,0
EUR,36,0,1,3,1,6,96.45806003549656609306273632,5,7,6,1,0,0,0,0,,6,1
USD,36,0,0,,0,,0,1,8,15,1,1,1,5,0,,873,0
EUR,36,520,1,521,1,523,1.929161200709931321861254726,0,5,5,0,1,1,5,0,0,537,1
USD,64,2,0,,0,,0,1,13,12,1,1,1,12,0,,874,0
USD,101,9,0,,0,,0,1,9,8,1,1,1,6,0,6,874,0
USD,85,6,1,6,0,,0,1,12,13,0,0,0,0,0,0,874,0
USD,10,0,0,,0,,0,1,12,6,1,1,1,12,0,,875,0
EUR,36,0,1,29,1,33,13.50412840496951925302878309,6,7,7,1,0,0,0,0,,33,1
USD,25,0,1,0,0,,0,1,12,12,0,0,1,12,0,0,875,0
USD,77,490,1,490,1,490,1.929161200709931321861254726,3,5,13,0,0,1,12,0,0,875,0
USD,22,622,1,623,1,623,1.929161200709931321861254726,3,13,13,1,1,1,12,0,622,623,1
USD,25,121,1,122,0,,0,1,12,12,0,0,0,0,0,0,876,0
EUR,100,0,1,1,0,,0,1,8,7,0,0,1,12,0,,876,0
EUR,53,0,0,,0,,0,1,0,0,0,0,0,0,0,,876,0
USD,120,133,0,,0,,0,1,6,7,1,1,1,5,0,,876,0
USD,24,0,1,10,0,,0,1,13,13,0,1,1,5,0,,876,0
USD,77,0,0,,0,,0,1,12,12,1,1,0,0,0,,876,0
USD,8,0,0,,0,,0,1,5,7,1,1,1,12,0,0,876,0
USD,77,0,1,0,0,,0,1,10,6,1,1,1,12,0,0,876,0
USD,77,0,0,,0,,0,1,12,13,1,0,1,12,0,,876,0
USD,77,25,1,30,0,,0,1,13,13,0,0,0,0,0,0,877,0
USD,77,0,1,1,0,,0,1,6,7,0,1,1,7,0,0,877,0
USD,77,0,0,,0,,0,1,5,6,0,0,1,12,0,,877,0
USD,85,0,0,,0,,0,1,12,12,0,0,0,0,0,0,877,0
EUR,36,0,1,1,1,3,13.50412840496951925302878309,6,9,8,1,0,0,0,0,,4,1
EUR,103,0,1,1,0,,0,1,8,9,1,1,1,5,0,0,877,0
USD,114,0,1,7,0,,0,1,7,7,0,0,1,7,0,1,877,0
USD,120,0,0,,0,,0,1,12,12,0,0,0,0,0,0,877,0
USD,33,0,1,4,0,,0,1,12,12,0,0,0,0,0,0,877,0
USD,33,3,1,7,0,,0,1,12,12,0,0,0,0,0,0,877,0
EUR,36,35,1,44,0,,0,1,13,13,1,0,1,12,0,0,877,0
EUR,58,1,1,2,0,,0,1,13,13,1,0,0,0,0,0,878,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,,878,0
EUR,91,1,0,,0,,0,1,12,13,0,0,1,12,0,,879,0
EUR,36,0,1,6,0,,0,1,15,15,1,1,1,10,0,,879,0
USD,25,0,0,,0,,0,1,12,12,1,0,0,0,0,,879,0
EUR,36,0,0,,0,,0,1,13,13,0,0,0,0,0,,879,0
EUR,36,4,1,5,1,9,3.086657921135890114978007562,5,13,13,0,0,1,12,0,2,9,1
USD,9,0,0,,0,,0,1,13,5,0,0,0,0,0,,879,0
